0,2.634
1,1.405300988
2,1.311297412
3,2.200989412
4,3.38837722
5,3.619461161
6,3.53724165
7,3.097719199
8,1.823894409
9,2.900767973
10,2.323340678
11,2.118613401
12,3.104587111
13,3.003262868
14,4.195641822
15,3.074725214
16,1.306514376
17,2.153010729
18,2.247215782
19,4.036131133
20,3.460758471
21,2.766099569
22,2.64915629
23,4.055930581
24,2.924424478
25,1.3886401
26,3.612579652
27,4.192245422
28,2.181639783
29,2.79576519
30,2.978624179
31,3.558219369
32,3.187553457
33,1.447629221
34,2.747449518
35,2.049017282
36,2.951335525
37,3.914407333
38,1.869235869
39,4.05582437
40,4.409176144
41,3.028294574
42,2.328183111
43,2.77884528
44,2.945284671
45,2.408504945
46,4.161509826
47,3.113303108
48,3.045888647
49,2.184270362
50,2.780452236
51,2.48743831
52,2.539232686
53,3.986839527
54,2.457263048
55,3.808507525
56,3.583577285
57,3.875476709
58,3.75321023
59,2.783782334
60,3.497197551
61,2.160460464
62,4.102575699
63,3.968547928
64,4.277381868
65,4.244082276
66,1.787653949
67,2.378101727
68,3.807430485
69,3.253645133
70,3.40575062
71,4.101751923
72,1.915654056
73,3.442462059
74,3.787181002
75,1.824815984
76,3.106372127
77,1.877854578
78,3.882268507
79,3.145619104
80,2.803911579
81,3.067151159
82,4.331343088
83,3.916492623
84,1.973605035
85,3.500685607
86,1.82273963
87,3.510772405
88,4.465789238
89,3.672795441
90,2.710796327
91,3.836797213
92,3.445803415
93,4.513820248
94,3.814853023
95,2.586907047
96,3.343987619
97,3.899100031
98,2.749249566
99,3.692441494
100,1.973681074
101,2.812973549
102,2.672324146
103,1.719738075
104,3.692220526
105,3.069776669
106,2.390411651
107,3.383130595
108,1.694938598
109,2.77284073
110,2.897842034
111,2.15194752
112,4.088162169
113,2.678490926
114,2.674938704
115,2.771510378
116,2.273210786
117,4.205044725
118,4.294016955
119,4.23713219
120,1.928395102
121,2.91281032
122,4.298382423
123,3.961115945
124,1.904015369
125,3.433085129
126,2.896329605
127,2.568753127
128,4.417359967
129,2.586154344
130,3.904140418
131,2.572322291
132,2.811704006
133,2.402289545
134,4.428082827
135,2.510087709
136,3.851307982
137,4.097747374
138,3.628409542
139,2.57329808
140,4.58141651
141,3.969768284
142,1.809356784
143,3.71618532
144,2.885257128
145,4.635575371
146,3.426143135
147,2.909963432
148,3.687039197
149,4.435373285
150,4.434968474
151,1.867827463
152,2.27495287
153,3.841347231
154,2.981013002
155,3.254952554
156,2.391168175
157,2.047662072
158,2.445436364
159,2.078493084
160,4.362834182
161,4.61146152
162,2.716376872
163,3.827581925
164,3.023078277
165,4.38986744
166,4.516950832
167,3.168329786
168,2.439005543
169,3.101979252
170,2.944251975
171,2.78782468
172,2.537698245
173,2.691873454
174,4.166351003
175,4.400131493
176,3.755215433
177,2.848603241
178,3.229295242
179,4.527291666
180,2.527592654
181,3.637198251
182,3.611108412
183,3.490322996
184,4.124841773
185,5.028664418
186,3.930790513
187,4.08721955
188,2.428950925
189,2.753983946
190,4.954317826
191,4.161951688
192,3.803884563
193,3.024115392
194,2.618643023
195,5.171466215
196,5.457583638
197,5.11699387
198,3.004695403
199,2.898686636
200,5.270965883
201,2.66753137
202,4.597381234
203,3.841513528
204,3.718926216
205,4.56461718
206,4.195584213
207,3.227825027
208,3.026337251
209,4.65111843
210,3.918166025
211,2.964477421
212,3.921049918
213,3.973880739
214,3.140967027
215,4.549305847
216,5.18389419
217,3.880728967
218,4.792807016
219,4.5791251
220,3.738679911
221,4.422468067
222,5.763486114
223,3.33373053
224,6.109197724
225,5.120884036
226,5.614785739
227,5.064899042
228,6.064220088
229,6.308744958
230,4.97046967
231,5.060390181
232,4.900502389
233,3.683802134
234,6.031285197
235,5.728947306
236,5.779784131
237,4.542791292
238,6.113964356
239,5.629298837
240,5.919790205
241,4.437433877
242,4.946225227
243,3.892159583
244,5.558232228
245,4.320438406
246,6.129773317
247,4.810232124
248,4.862809952
249,4.167501888
250,4.423302987
251,6.262208268
252,4.956212721
253,6.457311303
254,5.033498944
255,6.878770547
256,5.59612099
257,6.961545123
258,4.365037779
259,6.575593767
260,6.724207878
261,4.692874883
262,7.084589539
263,5.286346589
264,6.656140762
265,7.129966775
266,6.504819337
267,6.198693147
268,4.933582899
269,5.990483281
270,5.03238898
271,6.175294679
272,6.732195062
273,7.223084814
274,6.080958624
275,4.978811186
276,6.958637199
277,5.726431371
278,7.072188422
279,5.304903078
280,6.432570083
281,8.047184193
282,7.314740181
283,6.405232837
284,7.825656971
285,6.629007413
286,7.865279017
287,5.554466658
288,7.30156524
289,7.431569693
290,6.473474974
291,7.364276073
292,7.003968009
293,6.405545837
294,6.188004644
295,5.743339555
296,6.947545733
297,6.015618378
298,8.618552734
299,7.853344084
300,8.518987756
301,5.889479123
302,7.371813605
303,6.308986669
304,7.33799383
305,7.831830655
306,7.641492763
307,6.286975827
308,6.921275571
309,7.06038778
310,6.293308291
311,8.297033003
312,7.897557873
313,8.214878919
314,7.391992222
315,7.074893925
316,8.256580237
317,8.85704743
318,7.652291847
319,8.563309894
320,7.58909805
321,8.15165286
322,8.701970945
323,7.954048994
324,8.156883771
325,9.166472113
